RECORD I D,FIRM,OFFICE,SALESMAN,ACCOUNT,EXCHANGE,EXCHANGE_NAME,FUTURES CODE,SYMBOL,PUT/CALL,STRIKE PRICE,DESCRIPTION,B/S,CONTRACT YEAR,CONTRACT MONTH,CONTRACT DAY,QTY,TRADE PRICE,PRINTABLE TRADE PRICE,TRADE DATE,CASH AMOUNT,SUB-ACCOUNT,ORDER NUMBER,SPREAD CODE,TRADE TYPE,COMMENT CODE,EXEC BROKER,OPP BROKER,OPP FIRM,G/I CODE,G.I FIRM,CURR SYMBOL,PROD CURR,PROD TYPE,TRACER,EXEC TIME,OPT EXP DATE,LAST TRD DATE,TRADED EXCHG,SUB EXCHANGE,SOURCE REFRNCE,EXCH COMM CD,MULT FACTOR,CUSIP,CHIT NUMBER,EXTERNAL ACCOUNT
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 110.828125000, "110.265", "20250728", 0.00, "", "7653", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000K2B6", "1500 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.781250000, "110.250", "20250728", 0.00, "", "7642", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000ETIX", "1025 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 110.890625000, "110.285", "20250728", 0.00, "", "7631", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025072800001ART", "2000 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.796875000, "110.255", "20250728", 0.00, "", "7647", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000H9D5", "1213 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.859375000, "110.275", "20250728", 0.00, "", "7634", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-20250728000083RM", "0714 ", "", "20250919", "01", "", "ECHAMO                                                      ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.812500000, "110.260", "20250728", 0.00, "", "7654", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000K8IL", "1506 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.796875000, "110.255", "20250728", 0.00, "", "7635", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000AZG5", "0840 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.781250000, "110.250", "20250728", 0.00, "", "7651", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000J6IH", "1345 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 110.812500000, "110.260", "20250728", 0.00, "", "7648", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000HBYZ", "1218 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 110.906250000, "110.290", "20250728", 0.00, "", "7619", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025072800000H4Q", "1702 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 110.828125000, "110.265", "20250728", 0.00, "", "7641", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000BACV", "0843 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 110.796875000, "110.255", "20250728", 0.00, "", "7652", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000JEQ3", "1401 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "B", "2025", "09", "", 1.00, 110.875000000, "110.280", "20250728", 0.00, "", "7620", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-2025072800000L77", "1705 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
"T", "W", "UDN", "NBUD0", "80482", "01", "CBT", "21", "", " ", "0", "SEP 25 CBT 10YR TNOTE", "S", "2025", "09", "", 1.00, 110.796875000, "110.255", "20250728", 0.00, "", "7643", " ", "", "B", "6URL", "", "", " ", "", "USD", "US", "F", "UDN80482-202507280000F7JE", "1034 ", "", "20250919", "01", "", "JDAS                                                        ", "21", 1000.00, "01210000025I", "", "UDN80482"
