timestamp,underlying_future_price,expiry,vtexp,strike,itype,bid,ask,adjtheor,key,source_file
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,110.0,C,1.515625,1.546875,1.53125,XCME.VY3.18AUG25.110.C,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,110.25,C,1.265625,1.296875,1.28125,XCME.VY3.18AUG25.110:25.C,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,110.5,C,1.015625,1.046875,1.03125,XCME.VY3.18AUG25.110:5.C,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,110.75,C,0.765625,0.796875,0.78125,XCME.VY3.18AUG25.110:75.C,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,111.0,C,0.515625,0.546875,0.53125,XCME.VY3.18AUG25.111.C,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,111.25,C,0.265625,0.296875,0.28125,XCME.VY3.18AUG25.111:25.C,five_min_market_20250818_1334.csv
2025-08-18 14:34:26,111.53125,18AUG25,7.44047619047619e-05,111.5,C,0.015625,0.046875,0.0337595066418928,XCME.VY3.18AUG25.111:5.C,five_min_market_20250818_1334.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,110.0,C,1.515625,1.546875,1.515625,XCME.VY3.18AUG25.110.C,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,110.25,C,1.265625,1.296875,1.265625,XCME.VY3.18AUG25.110:25.C,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,110.5,C,1.015625,1.046875,1.015625,XCME.VY3.18AUG25.110:5.C,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,110.75,C,0.765625,0.796875,0.765625,XCME.VY3.18AUG25.110:75.C,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,111.0,C,0.515625,0.546875,0.515625,XCME.VY3.18AUG25.111.C,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,111.25,C,0.265625,0.296875,0.265625,XCME.VY3.18AUG25.111:25.C,five_min_market_20250818_1339.csv
2025-08-18 14:39:27,111.515625,18AUG25,6.062698412698413e-05,111.5,C,0.015625,0.046875,0.021475903289712,XCME.VY3.18AUG25.111:5.C,five_min_market_20250818_1339.csv
2025-08-18 14:44:26,111.53125,18AUG25,6.062698412698413e-05,110.0,C,1.515625,1.53125,1.53125,XCME.VY3.18AUG25.110.C,five_min_market_20250818_1344.csv
2025-08-18 14:44:26,111.53125,18AUG25,6.062698412698413e-05,110.25,C,1.265625,1.28125,1.28125,XCME.VY3.18AUG25.110:25.C,five_min_market_20250818_1344.csv
2025-08-18 14:44:26,111.53125,18AUG25,6.062698412698413e-05,110.5,C,1.015625,1.03125,1.03125,XCME.VY3.18AUG25.110:5.C,five_min_market_20250818_1344.csv
2025-08-18 14:44:26,111.53125,18AUG25,6.062698412698413e-05,110.75,C,0.765625,0.78125,0.78125,XCME.VY3.18AUG25.110:75.C,five_min_market_20250818_1344.csv
2025-08-18 14:44:26,111.53125,18AUG25,6.062698412698413e-05,111.0,C,0.515625,0.53125,0.53125,XCME.VY3.18AUG25.111.C,five_min_market_20250818_1344.csv
2025-08-18 14:44:26,111.53125,18AUG25,6.062698412698413e-05,111.25,C,0.265625,0.28125,0.28125,XCME.VY3.18AUG25.111:25.C,five_min_market_20250818_1344.csv
2025-08-18 14:44:26,111.53125,18AUG25,6.062698412698413e-05,111.5,C,0.015625,0.03125,0.0322676547319247,XCME.VY3.18AUG25.111:5.C,five_min_market_20250818_1344.csv
2025-08-18 14:49:26,111.53125,18AUG25,3.306746031746032e-05,110.0,C,1.5,1.53125,1.53125,XCME.VY3.18AUG25.110.C,five_min_market_20250818_1349.csv
2025-08-18 14:49:26,111.53125,18AUG25,3.306746031746032e-05,110.25,C,1.25,1.28125,1.28125,XCME.VY3.18AUG25.110:25.C,five_min_market_20250818_1349.csv
2025-08-18 14:49:26,111.53125,18AUG25,3.306746031746032e-05,110.5,C,1.0,1.03125,1.03125,XCME.VY3.18AUG25.110:5.C,five_min_market_20250818_1349.csv
2025-08-18 14:49:26,111.53125,18AUG25,3.306746031746032e-05,110.75,C,0.75,0.78125,0.78125,XCME.VY3.18AUG25.110:75.C,five_min_market_20250818_1349.csv
2025-08-18 14:49:26,111.53125,18AUG25,3.306746031746032e-05,111.0,C,0.5,0.53125,0.53125,XCME.VY3.18AUG25.111.C,five_min_market_20250818_1349.csv
2025-08-18 14:49:26,111.53125,18AUG25,3.306746031746032e-05,111.25,C,0.25,0.28125,0.28125,XCME.VY3.18AUG25.111:25.C,five_min_market_20250818_1349.csv
2025-08-18 14:49:26,111.53125,18AUG25,3.306746031746032e-05,111.5,C,0.015625,0.03125,0.0316633023736985,XCME.VY3.18AUG25.111:5.C,five_min_market_20250818_1349.csv
2025-08-18 14:54:26,111.515625,18AUG25,3.306746031746032e-05,110.0,C,1.5,1.515625,1.515625,XCME.VY3.18AUG25.110.C,five_min_market_20250818_1354.csv
2025-08-18 14:54:26,111.515625,18AUG25,3.306746031746032e-05,110.25,C,1.25,1.265625,1.265625,XCME.VY3.18AUG25.110:25.C,five_min_market_20250818_1354.csv
2025-08-18 14:54:26,111.515625,18AUG25,3.306746031746032e-05,110.5,C,1.0,1.015625,1.015625,XCME.VY3.18AUG25.110:5.C,five_min_market_20250818_1354.csv
2025-08-18 14:54:26,111.515625,18AUG25,3.306746031746032e-05,110.75,C,0.75,0.765625,0.765625,XCME.VY3.18AUG25.110:75.C,five_min_market_20250818_1354.csv
2025-08-18 14:54:26,111.515625,18AUG25,3.306746031746032e-05,111.0,C,0.5,0.515625,0.515625,XCME.VY3.18AUG25.111.C,five_min_market_20250818_1354.csv
2025-08-18 14:54:26,111.515625,18AUG25,3.306746031746032e-05,111.25,C,0.25,0.265625,0.265625,XCME.VY3.18AUG25.111:25.C,five_min_market_20250818_1354.csv
2025-08-18 14:54:26,111.515625,18AUG25,3.306746031746032e-05,111.5,C,0.007,0.03125,0.0169251535693498,XCME.VY3.18AUG25.111:5.C,five_min_market_20250818_1354.csv
2025-08-18 14:59:26,111.515625,18AUG25,1.6535714285714286e-05,110.0,C,1.5,1.53125,1.515625,XCME.VY3.18AUG25.110.C,five_min_market_20250818_1359.csv
2025-08-18 14:59:26,111.515625,18AUG25,1.6535714285714286e-05,110.25,C,1.25,1.28125,1.265625,XCME.VY3.18AUG25.110:25.C,five_min_market_20250818_1359.csv
2025-08-18 14:59:26,111.515625,18AUG25,1.6535714285714286e-05,110.5,C,1.0,1.03125,1.015625,XCME.VY3.18AUG25.110:5.C,five_min_market_20250818_1359.csv
2025-08-18 14:59:26,111.515625,18AUG25,1.6535714285714286e-05,110.75,C,0.75,0.78125,0.765625,XCME.VY3.18AUG25.110:75.C,five_min_market_20250818_1359.csv
2025-08-18 14:59:26,111.515625,18AUG25,1.6535714285714286e-05,111.0,C,0.5,0.53125,0.515625,XCME.VY3.18AUG25.111.C,five_min_market_20250818_1359.csv
2025-08-18 14:59:26,111.515625,18AUG25,1.6535714285714286e-05,111.25,C,0.25,0.28125,0.265625,XCME.VY3.18AUG25.111:25.C,five_min_market_20250818_1359.csv
2025-08-18 14:59:26,111.515625,18AUG25,1.6535714285714286e-05,111.5,C,0.007,0.03125,0.015625,XCME.VY3.18AUG25.111:5.C,five_min_market_20250818_1359.csv
